fecha,producto,cantidad,precio_unitario,vendedor,sucursal,extra_columna
2025-08-12,Camisa,1.0,2338.99,,CABA,irrelevante
2025-08-12,Campera,1.0,18078.83,,Bahía Blanca,irrelevante
2025-08-12,Short,2.0,5160.79,Sofía,Mar del Plata,irrelevante
2025-08-12,Medias,3.0,17636.45,Mario,CABA,irrelevante
2025-08-12,Medias,3.0,9987.32,Lucía,Bahía Blanca,irrelevante
2025-08-12,Pantalón,2.0,13374.52,Luz,Rosario,irrelevante
2025-08-12,Pantalón,,9400.69,Ana,Rosario,irrelevante
2025-08-12,Jean,3.0,10724.18,Mario,Mar del Plata,irrelevante
2025-08-12,Medias,2.0,15679.55,Carlos,CABA,irrelevante
2025-08-12,Short,1.0,4604.54,Sofía,Bahía Blanca,irrelevante
2025-08-12,Buzo,3.0,5601.61,Luz,La Plata,irrelevante
2025-08-12,Zapatilla,2.0,6631.4,Sofía,Bahía Blanca,irrelevante
2025-08-12,Zapatilla,,19678.34,Luz,Bahía Blanca,irrelevante
2025-08-12,Buzo,2.0,7488.4,,CABA,irrelevante
2025-08-12,Remera,1.0,3586.88,Sofía,Rosario,irrelevante
2025-08-12,Buzo,,5073.34,Sofía,Rosario,irrelevante
2025-08-12,Buzo,2.0,15680.51,Mario,CABA,irrelevante
2025-08-12,Gorra,,2215.44,,CABA,irrelevante
2025-08-12,Campera,1.0,16785.85,Carlos,CABA,irrelevante
2025-08-12,Short,3.0,5993.91,Juan,La Plata,irrelevante
2025-08-12,Zapatilla,3.0,13442.92,Mario,CABA,irrelevante
2025-08-12,Short,3.0,18718.8,Lucía,CABA,irrelevante
2025-08-12,Short,1.0,14332.62,,CABA,irrelevante
2025-08-12,Pantalón,2.0,4777.96,Carlos,CABA,irrelevante
2025-08-12,Camisa,3.0,11160.46,Mario,Mar del Plata,irrelevante
2025-08-12,Gorra,1.0,9705.84,Ana,CABA,irrelevante
2025-08-12,Gorra,3.0,2770.33,Mario,Rosario,irrelevante
2025-08-12,Zapatilla,1.0,12762.26,Lucía,La Plata,irrelevante
2025-08-12,Zapatilla,3.0,5158.46,Sofía,La Plata,irrelevante
2025-08-12,Remera,2.0,19536.11,Sofía,Bahía Blanca,irrelevante
2025-08-12,Remera,1.0,13979.51,Luz,Rosario,irrelevante
2025-08-12,Camisa,1.0,4601.95,,Rosario,irrelevante
2025-08-12,Zapatilla,3.0,17426.58,,CABA,irrelevante
2025-08-12,Remera,3.0,9260.36,Lucía,Rosario,irrelevante
2025-08-12,Pantalón,2.0,4289.15,,CABA,irrelevante
2025-08-12,Pantalón,3.0,17884.07,Ana,Bahía Blanca,irrelevante
2025-08-12,Remera,1.0,19404.77,Lucía,Bahía Blanca,irrelevante
2025-08-12,Buzo,2.0,2521.02,Ana,Bahía Blanca,irrelevante
2025-08-12,Buzo,3.0,17405.83,Ana,Mar del Plata,irrelevante
2025-08-12,Medias,,3827.81,Ana,Rosario,irrelevante
2025-08-12,Campera,1.0,14679.22,Carlos,Mar del Plata,irrelevante
2025-08-12,Pantalón,3.0,6093.85,Sofía,Mar del Plata,irrelevante
2025-08-12,Short,,18485.63,Lucía,CABA,irrelevante
2025-08-12,Remera,3.0,3653.52,Ana,CABA,irrelevante
2025-08-12,Zapatilla,3.0,18179.78,,Rosario,irrelevante
2025-08-12,Camisa,,15426.21,Luz,Rosario,irrelevante
2025-08-12,Buzo,3.0,14407.07,Lucía,Rosario,irrelevante
2025-08-12,Camisa,2.0,3609.21,,Rosario,irrelevante
2025-08-12,Zapatilla,,8445.88,Ana,La Plata,irrelevante
2025-08-12,Campera,3.0,16121.23,Lucía,Mar del Plata,irrelevante
2025-08-12,Remera,2.0,12248.18,,La Plata,irrelevante
2025-08-12,Camisa,2.0,4290.27,Luz,CABA,irrelevante
2025-08-12,Gorra,1.0,16189.76,Lucía,Bahía Blanca,irrelevante
2025-08-12,Camisa,3.0,13038.45,Luz,Rosario,irrelevante
2025-08-12,Short,1.0,8043.88,Luz,Bahía Blanca,irrelevante
2025-08-12,Medias,2.0,17641.21,,Bahía Blanca,irrelevante
2025-08-12,Zapatilla,3.0,18158.95,Carlos,Mar del Plata,irrelevante
2025-08-12,Buzo,2.0,18312.89,Carlos,Mar del Plata,irrelevante
2025-08-12,Camisa,3.0,13664.17,Sofía,La Plata,irrelevante
2025-08-12,Gorra,1.0,11524.9,Sofía,La Plata,irrelevante
2025-08-12,Medias,3.0,6555.32,Sofía,Bahía Blanca,irrelevante
2025-08-12,Campera,,17893.42,Lucía,Bahía Blanca,irrelevante
2025-08-12,Remera,1.0,9632.45,Lucía,La Plata,irrelevante
2025-08-12,Pantalón,2.0,7780.45,Sofía,Bahía Blanca,irrelevante
2025-08-12,Medias,2.0,19220.25,Luz,Mar del Plata,irrelevante
2025-08-12,Pantalón,1.0,10656.34,Luz,CABA,irrelevante
2025-08-12,Medias,2.0,9031.68,,CABA,irrelevante
2025-08-12,Camisa,,7652.25,Carlos,Mar del Plata,irrelevante
2025-08-12,Zapatilla,3.0,8465.32,Juan,CABA,irrelevante
2025-08-12,Pantalón,3.0,10043.44,Sofía,Bahía Blanca,irrelevante
2025-08-12,Remera,,12587.05,Lucía,Rosario,irrelevante
2025-08-12,Medias,,19095.32,Lucía,CABA,irrelevante
2025-08-12,Gorra,1.0,10352.28,,Rosario,irrelevante
2025-08-12,Zapatilla,1.0,10303.36,Lucía,Bahía Blanca,irrelevante
2025-08-12,Camisa,3.0,19684.48,Mario,Bahía Blanca,irrelevante
2025-08-12,Medias,2.0,4604.6,Ana,CABA,irrelevante
2025-08-11,Campera,1.0,9544.06,Juan,Bahía Blanca,irrelevante
2025-08-11,Camisa,1.0,19598.37,,Rosario,irrelevante
2025-08-11,Zapatilla,2.0,9706.33,Juan,CABA,irrelevante
2025-08-11,Zapatilla,2.0,6632.02,Ana,CABA,irrelevante
2025-08-11,Camisa,1.0,13863.89,Lucía,Mar del Plata,irrelevante
2025-08-11,Camisa,,16024.76,Carlos,Rosario,irrelevante
2025-08-11,Gorra,3.0,19724.06,Lucía,La Plata,irrelevante
2025-08-11,Camisa,3.0,13180.68,Carlos,La Plata,irrelevante
2025-08-11,Camisa,3.0,16002.86,Sofía,Mar del Plata,irrelevante
2025-08-11,Zapatilla,,12160.38,Luz,La Plata,irrelevante
2025-08-11,Jean,1.0,5708.81,Mario,Mar del Plata,irrelevante
2025-08-11,Campera,2.0,6934.86,Ana,CABA,irrelevante
2025-08-11,Jean,,2040.27,Juan,Mar del Plata,irrelevante
2025-08-11,Campera,3.0,10788.97,Luz,La Plata,irrelevante
2025-08-11,Pantalón,1.0,4132.66,Lucía,Bahía Blanca,irrelevante
2025-08-11,Short,,11573.44,Mario,CABA,irrelevante
2025-08-11,Campera,1.0,14956.61,Lucía,CABA,irrelevante
2025-08-11,Buzo,1.0,19514.17,Luz,Rosario,irrelevante
2025-08-11,Pantalón,,13718.06,Lucía,CABA,irrelevante
2025-08-11,Campera,,4151.0,Ana,Mar del Plata,irrelevante
2025-08-11,Gorra,2.0,15267.39,Carlos,La Plata,irrelevante
2025-08-11,Gorra,2.0,4003.94,Carlos,Mar del Plata,irrelevante
2025-08-11,Pantalón,2.0,11127.15,Mario,La Plata,irrelevante
2025-08-11,Camisa,1.0,13758.09,Sofía,Rosario,irrelevante
2025-08-11,Short,2.0,13051.63,Sofía,Rosario,irrelevante
2025-08-11,Camisa,2.0,14275.58,Luz,Bahía Blanca,irrelevante
2025-08-11,Remera,2.0,15001.09,Juan,Bahía Blanca,irrelevante
2025-08-11,Campera,,5256.26,Ana,Mar del Plata,irrelevante
2025-08-11,Buzo,,4035.36,Carlos,La Plata,irrelevante
2025-08-11,Campera,3.0,6759.92,Lucía,Mar del Plata,irrelevante
2025-08-11,Medias,,8679.88,,Bahía Blanca,irrelevante
2025-08-11,Medias,,17559.24,Sofía,Bahía Blanca,irrelevante
2025-08-11,Campera,,10801.62,Lucía,Bahía Blanca,irrelevante
2025-08-11,Buzo,1.0,19796.56,Mario,La Plata,irrelevante
2025-08-11,Camisa,,19136.01,Sofía,La Plata,irrelevante
2025-08-11,Medias,1.0,3621.2,Sofía,La Plata,irrelevante
2025-08-11,Gorra,,3894.39,Mario,Mar del Plata,irrelevante
2025-08-11,Jean,2.0,7658.87,Mario,CABA,irrelevante
2025-08-11,Short,1.0,16536.41,Luz,CABA,irrelevante
2025-08-11,Camisa,1.0,14906.72,Carlos,CABA,irrelevante
2025-08-11,Jean,1.0,7618.97,Ana,Bahía Blanca,irrelevante
2025-08-11,Remera,,11844.03,,La Plata,irrelevante
2025-08-11,Jean,1.0,3095.2,Luz,CABA,irrelevante
2025-08-11,Short,3.0,5941.46,Ana,Bahía Blanca,irrelevante
2025-08-11,Pantalón,3.0,4865.95,Lucía,Rosario,irrelevante
2025-08-11,Zapatilla,3.0,11584.21,Sofía,Bahía Blanca,irrelevante
2025-08-11,Buzo,3.0,12604.4,Mario,La Plata,irrelevante
2025-08-11,Camisa,2.0,12589.67,Mario,Bahía Blanca,irrelevante
2025-08-11,Gorra,,16201.58,Ana,CABA,irrelevante
2025-08-11,Jean,,16587.36,Juan,CABA,irrelevante
2025-08-11,Gorra,3.0,2334.63,Sofía,Mar del Plata,irrelevante
2025-08-11,Buzo,,12126.82,Sofía,Bahía Blanca,irrelevante
2025-08-11,Zapatilla,3.0,19772.09,Juan,Rosario,irrelevante
2025-08-11,Zapatilla,2.0,9425.62,Lucía,CABA,irrelevante
2025-08-11,Gorra,2.0,11321.96,Mario,Bahía Blanca,irrelevante
2025-08-11,Zapatilla,3.0,11256.45,Lucía,CABA,irrelevante
2025-08-11,Camisa,1.0,17702.2,Ana,CABA,irrelevante
2025-08-11,Pantalón,2.0,8774.34,Carlos,La Plata,irrelevante
2025-08-11,Gorra,,15239.78,Luz,Bahía Blanca,irrelevante
2025-08-11,Buzo,1.0,7501.2,Carlos,La Plata,irrelevante
2025-08-11,Camisa,1.0,3744.5,,La Plata,irrelevante
2025-08-11,Jean,2.0,14871.51,Juan,La Plata,irrelevante
2025-08-11,Camisa,,10447.29,Juan,La Plata,irrelevante
2025-08-11,Gorra,,16134.86,Carlos,La Plata,irrelevante
2025-08-11,Camisa,3.0,15887.02,Ana,Bahía Blanca,irrelevante
2025-08-11,Jean,,16704.98,,Rosario,irrelevante
2025-08-11,Campera,3.0,2821.41,Carlos,Rosario,irrelevante
2025-08-11,Campera,1.0,17138.33,Ana,La Plata,irrelevante
2025-08-11,Camisa,2.0,10352.68,Lucía,Rosario,irrelevante
2025-08-11,Remera,1.0,6097.32,Lucía,La Plata,irrelevante
2025-08-11,Short,1.0,10450.3,Luz,Bahía Blanca,irrelevante
2025-08-11,Medias,2.0,18278.38,Sofía,Bahía Blanca,irrelevante
2025-08-11,Remera,3.0,9226.82,Carlos,Mar del Plata,irrelevante
2025-08-11,Medias,2.0,12716.76,Sofía,La Plata,irrelevante
2025-08-11,Gorra,3.0,14147.33,Lucía,CABA,irrelevante
2025-08-11,Pantalón,3.0,16748.46,Mario,Rosario,irrelevante
2025-08-11,Jean,3.0,7344.63,Carlos,Mar del Plata,irrelevante
2025-08-11,Zapatilla,2.0,12297.96,Lucía,Bahía Blanca,irrelevante
2025-08-11,Gorra,2.0,4663.45,Lucía,La Plata,irrelevante
2025-08-11,Jean,2.0,2272.78,Carlos,Bahía Blanca,irrelevante
2025-08-11,Short,,12577.86,Ana,Rosario,irrelevante
2025-08-11,Gorra,3.0,10398.82,Juan,CABA,irrelevante
2025-08-11,Campera,3.0,19232.19,Ana,Rosario,irrelevante
2025-08-11,Zapatilla,1.0,18686.58,Sofía,Rosario,irrelevante
2025-08-11,Medias,1.0,16095.46,Ana,Bahía Blanca,irrelevante
2025-08-11,Zapatilla,,19050.78,Lucía,Bahía Blanca,irrelevante
2025-08-11,Camisa,1.0,3822.72,Sofía,Rosario,irrelevante
2025-08-11,Gorra,1.0,3302.24,,Rosario,irrelevante
2025-08-11,Medias,2.0,2293.14,Luz,Mar del Plata,irrelevante
2025-08-11,Zapatilla,,3876.71,,Rosario,irrelevante
2025-08-11,Pantalón,3.0,4341.49,Mario,La Plata,irrelevante
2025-08-11,Medias,3.0,5891.39,Carlos,CABA,irrelevante
2025-08-11,Campera,,14803.29,Sofía,CABA,irrelevante
2025-08-11,Buzo,2.0,17043.79,Juan,Bahía Blanca,irrelevante
2025-08-11,Short,,5991.71,Sofía,Rosario,irrelevante
2025-08-11,Zapatilla,2.0,18476.24,Sofía,La Plata,irrelevante
2025-08-11,Zapatilla,,13131.82,Luz,La Plata,irrelevante
2025-08-11,Pantalón,2.0,10125.05,Ana,Bahía Blanca,irrelevante
2025-08-11,Gorra,,16470.17,Lucía,La Plata,irrelevante
2025-08-11,Jean,2.0,6016.26,Luz,La Plata,irrelevante
2025-08-11,Remera,2.0,9131.29,Sofía,CABA,irrelevante
2025-08-11,Pantalón,1.0,9571.68,Carlos,Bahía Blanca,irrelevante
2025-08-11,Buzo,2.0,15562.88,Ana,Bahía Blanca,irrelevante
2025-08-11,Remera,1.0,7937.13,Carlos,Mar del Plata,irrelevante
2025-08-11,Remera,,4718.18,Carlos,Rosario,irrelevante
2025-08-11,Short,3.0,3546.78,Ana,Rosario,irrelevante
2025-08-11,Camisa,,6456.54,Carlos,Bahía Blanca,irrelevante
2025-08-11,Zapatilla,3.0,7247.93,Lucía,La Plata,irrelevante
2025-08-11,Short,,11341.97,Carlos,Rosario,irrelevante
2025-08-11,Buzo,,16410.43,,Rosario,irrelevante
2025-08-11,Pantalón,3.0,19703.71,Carlos,Mar del Plata,irrelevante
2025-08-11,Camisa,,16891.46,Sofía,Mar del Plata,irrelevante
2025-08-11,Campera,3.0,10412.38,Luz,Rosario,irrelevante
2025-08-11,Gorra,3.0,4418.96,Ana,CABA,irrelevante
2025-08-11,Medias,1.0,4315.96,Luz,La Plata,irrelevante
2025-08-11,Jean,,16997.58,Lucía,Rosario,irrelevante
2025-08-11,Gorra,1.0,16869.29,Sofía,Mar del Plata,irrelevante
2025-08-11,Campera,3.0,18178.3,Luz,CABA,irrelevante
2025-08-11,Pantalón,3.0,12004.61,,La Plata,irrelevante
2025-08-11,Camisa,3.0,2401.53,Lucía,Mar del Plata,irrelevante
2025-08-11,Pantalón,3.0,2225.11,Lucía,La Plata,irrelevante
2025-08-11,Jean,,13087.8,Mario,Bahía Blanca,irrelevante
2025-08-11,Jean,,14927.52,,La Plata,irrelevante
2025-08-11,Remera,,5389.58,Ana,Bahía Blanca,irrelevante
2025-08-11,Buzo,,14500.58,,CABA,irrelevante
2025-08-11,Zapatilla,2.0,19068.82,Lucía,Mar del Plata,irrelevante
2025-08-11,Camisa,1.0,7053.48,Juan,Bahía Blanca,irrelevante
2025-08-11,Remera,1.0,12379.46,Ana,CABA,irrelevante
2025-08-11,Short,1.0,10241.63,Luz,Bahía Blanca,irrelevante
2025-08-11,Camisa,,3183.78,Ana,Bahía Blanca,irrelevante
2025-08-11,Gorra,,10835.97,Juan,Bahía Blanca,irrelevante
2025-08-11,Camisa,2.0,13357.77,,Mar del Plata,irrelevante
2025-08-11,Pantalón,1.0,10129.7,Luz,Rosario,irrelevante
2025-08-11,Gorra,3.0,1904.32,Lucía,Rosario,irrelevante
2025-08-11,Short,,9457.21,Lucía,Mar del Plata,irrelevante
2025-08-11,Campera,2.0,19484.91,Juan,Bahía Blanca,irrelevante
2025-08-11,Camisa,1.0,9152.12,Ana,Bahía Blanca,irrelevante
2025-08-11,Camisa,1.0,5643.11,Ana,Rosario,irrelevante
2025-08-11,Zapatilla,1.0,16626.39,Lucía,La Plata,irrelevante
2025-08-11,Camisa,,18202.85,Carlos,Mar del Plata,irrelevante
2025-08-11,Gorra,1.0,12395.29,,Bahía Blanca,irrelevante
2025-08-11,Remera,3.0,16725.2,Juan,Bahía Blanca,irrelevante
2025-08-11,Buzo,1.0,3509.55,Lucía,CABA,irrelevante
2025-08-11,Remera,2.0,17999.69,Luz,La Plata,irrelevante
2025-08-11,Zapatilla,,13075.74,Lucía,Bahía Blanca,irrelevante
2025-08-11,Campera,3.0,16579.51,Carlos,Rosario,irrelevante
2025-08-11,Remera,,11936.55,,Mar del Plata,irrelevante
2025-08-11,Gorra,,13621.37,Luz,CABA,irrelevante
2025-08-11,Camisa,1.0,8600.16,Lucía,CABA,irrelevante
2025-08-11,Short,2.0,4538.52,,Rosario,irrelevante
2025-08-11,Remera,2.0,4982.97,Ana,La Plata,irrelevante
2025-08-11,Campera,2.0,10785.96,Carlos,La Plata,irrelevante
2025-08-11,Pantalón,,6741.82,Ana,CABA,irrelevante
2025-08-11,Campera,1.0,9661.29,Ana,CABA,irrelevante
2025-08-11,Medias,2.0,7728.78,Lucía,Rosario,irrelevante
2025-08-11,Camisa,,18810.46,Sofía,La Plata,irrelevante
2025-08-11,Zapatilla,3.0,4231.15,,Bahía Blanca,irrelevante
2025-08-11,Jean,3.0,2183.4,Mario,Rosario,irrelevante
2025-08-11,Zapatilla,,12544.54,Mario,Bahía Blanca,irrelevante
2025-08-11,Buzo,2.0,16241.38,Sofía,La Plata,irrelevante
2025-08-11,Gorra,1.0,12487.48,Mario,Mar del Plata,irrelevante
2025-08-11,Camisa,,14324.28,Ana,Rosario,irrelevante
2025-08-11,Jean,2.0,3651.53,Luz,Mar del Plata,irrelevante
2025-08-11,Pantalón,3.0,15795.21,Ana,La Plata,irrelevante
2025-08-11,Buzo,,13965.41,Sofía,Mar del Plata,irrelevante
2025-08-11,Buzo,1.0,4403.0,Sofía,Bahía Blanca,irrelevante
2025-08-11,Short,3.0,17517.3,Ana,CABA,irrelevante
2025-08-11,Gorra,2.0,19894.84,Mario,Bahía Blanca,irrelevante
2025-08-11,Buzo,2.0,18601.98,Luz,Mar del Plata,irrelevante
2025-08-11,Short,,17884.84,Ana,CABA,irrelevante
2025-08-11,Medias,3.0,17409.36,Luz,Mar del Plata,irrelevante
2025-08-11,Short,1.0,9423.81,Mario,La Plata,irrelevante
2025-08-11,Camisa,2.0,11731.36,Mario,Bahía Blanca,irrelevante
2025-08-11,Pantalón,2.0,1920.42,Sofía,Bahía Blanca,irrelevante
2025-08-11,Medias,2.0,2975.13,Luz,Bahía Blanca,irrelevante
2025-08-11,Remera,2.0,9259.52,,Bahía Blanca,irrelevante
2025-08-11,Remera,,4278.63,Carlos,CABA,irrelevante
2025-08-11,Remera,2.0,10085.22,Ana,Rosario,irrelevante
2025-08-11,Campera,,12967.37,Mario,Mar del Plata,irrelevante
2025-08-11,Medias,2.0,16442.62,Carlos,Bahía Blanca,irrelevante
2025-08-11,Short,,17165.59,Juan,La Plata,irrelevante
2025-08-11,Buzo,3.0,5633.13,Ana,La Plata,irrelevante
2025-08-11,Campera,3.0,5813.9,Juan,CABA,irrelevante
2025-08-11,Jean,1.0,9234.92,Sofía,Rosario,irrelevante
2025-08-11,Gorra,1.0,9150.25,Juan,La Plata,irrelevante
2025-08-11,Medias,,3710.79,Juan,CABA,irrelevante
2025-08-11,Remera,3.0,3173.02,Lucía,Bahía Blanca,irrelevante
2025-08-11,Camisa,,17929.21,Ana,Mar del Plata,irrelevante
2025-08-11,Remera,1.0,17236.41,Mario,Bahía Blanca,irrelevante
2025-08-11,Buzo,3.0,6680.36,,Bahía Blanca,irrelevante
2025-08-11,Buzo,2.0,4831.5,Lucía,Mar del Plata,irrelevante
2025-08-11,Pantalón,2.0,10110.42,Mario,Rosario,irrelevante
2025-08-11,Camisa,3.0,8273.12,Mario,Bahía Blanca,irrelevante
2025-08-11,Gorra,2.0,5602.28,Sofía,La Plata,irrelevante
2025-08-11,Pantalón,3.0,15938.95,,Rosario,irrelevante
2025-08-11,Zapatilla,1.0,13388.24,Ana,Mar del Plata,irrelevante
2025-08-11,Medias,,18273.54,Juan,Mar del Plata,irrelevante
2025-08-11,Jean,,6784.49,Ana,Mar del Plata,irrelevante
2025-08-11,Medias,1.0,19700.74,Carlos,Mar del Plata,irrelevante
2025-08-11,Pantalón,3.0,6967.48,Carlos,CABA,irrelevante
2025-08-10,Zapatilla,1.0,18162.47,Sofía,Mar del Plata,irrelevante
2025-08-10,Gorra,1.0,5937.64,Lucía,Rosario,irrelevante
2025-08-10,Remera,,5987.28,Sofía,La Plata,irrelevante
2025-08-10,Buzo,,9809.8,Ana,CABA,irrelevante
2025-08-10,Gorra,2.0,1605.7,Juan,Mar del Plata,irrelevante
2025-08-10,Medias,1.0,9122.66,Ana,La Plata,irrelevante
2025-08-10,Camisa,1.0,12592.35,Sofía,CABA,irrelevante
2025-08-10,Remera,1.0,19382.62,Sofía,Mar del Plata,irrelevante
2025-08-10,Remera,,9530.23,Lucía,La Plata,irrelevante
2025-08-10,Jean,2.0,11472.68,Sofía,Rosario,irrelevante
2025-08-10,Buzo,,12508.58,Sofía,Bahía Blanca,irrelevante
2025-08-10,Campera,3.0,16095.97,Mario,CABA,irrelevante
2025-08-10,Remera,,15793.82,Sofía,Bahía Blanca,irrelevante
2025-08-10,Medias,,13811.69,Luz,Rosario,irrelevante
2025-08-10,Buzo,,2136.44,Lucía,CABA,irrelevante
2025-08-10,Zapatilla,2.0,18840.79,Sofía,CABA,irrelevante
2025-08-10,Camisa,2.0,11762.27,Mario,Mar del Plata,irrelevante
2025-08-10,Camisa,1.0,13142.51,Sofía,Mar del Plata,irrelevante
2025-08-10,Buzo,3.0,2324.89,Sofía,Bahía Blanca,irrelevante
2025-08-10,Zapatilla,,2273.32,Carlos,Bahía Blanca,irrelevante
2025-08-10,Camisa,2.0,9020.87,Lucía,La Plata,irrelevante
2025-08-10,Remera,1.0,3245.74,Carlos,Bahía Blanca,irrelevante
2025-08-10,Remera,1.0,17863.07,Lucía,La Plata,irrelevante
2025-08-10,Buzo,,8232.08,Carlos,CABA,irrelevante
2025-08-10,Buzo,,9790.51,Ana,Rosario,irrelevante
2025-08-10,Gorra,,2470.85,Ana,La Plata,irrelevante
2025-08-10,Pantalón,1.0,3138.49,Luz,Mar del Plata,irrelevante
2025-08-10,Remera,2.0,4869.68,Carlos,Bahía Blanca,irrelevante
2025-08-10,Jean,2.0,8639.46,Mario,CABA,irrelevante
2025-08-10,Campera,,10618.32,Ana,La Plata,irrelevante
2025-08-10,Jean,3.0,9528.78,Luz,La Plata,irrelevante
2025-08-10,Medias,3.0,4926.1,Sofía,CABA,irrelevante
2025-08-10,Buzo,1.0,17104.35,,La Plata,irrelevante
2025-08-10,Short,1.0,1886.52,Carlos,Rosario,irrelevante
2025-08-10,Gorra,,11194.04,Juan,Rosario,irrelevante
2025-08-10,Buzo,,12530.44,Ana,La Plata,irrelevante
2025-08-10,Campera,,19459.09,,CABA,irrelevante
2025-08-10,Gorra,2.0,3108.78,Lucía,CABA,irrelevante
2025-08-10,Medias,2.0,11264.84,Mario,Mar del Plata,irrelevante
2025-08-10,Remera,3.0,7026.48,Carlos,CABA,irrelevante
2025-08-10,Jean,3.0,4114.4,Carlos,Mar del Plata,irrelevante
2025-08-10,Medias,3.0,4150.78,Lucía,CABA,irrelevante
2025-08-10,Short,2.0,19340.3,,CABA,irrelevante
2025-08-10,Remera,1.0,12991.85,Carlos,Bahía Blanca,irrelevante
2025-08-10,Remera,1.0,5934.41,Lucía,La Plata,irrelevante
2025-08-10,Jean,,17508.86,Sofía,Bahía Blanca,irrelevante
2025-08-10,Medias,3.0,19014.41,Mario,CABA,irrelevante
2025-08-10,Remera,3.0,12286.92,Carlos,Bahía Blanca,irrelevante
2025-08-10,Jean,3.0,18270.29,Juan,Bahía Blanca,irrelevante
2025-08-10,Jean,,15210.78,Ana,CABA,irrelevante
2025-08-10,Gorra,,9721.22,Carlos,Mar del Plata,irrelevante
2025-08-10,Pantalón,2.0,14145.01,Luz,La Plata,irrelevante
2025-08-10,Remera,1.0,18641.05,Juan,CABA,irrelevante
2025-08-10,Pantalón,1.0,7307.59,Juan,CABA,irrelevante
2025-08-10,Camisa,1.0,9712.32,Sofía,Rosario,irrelevante
2025-08-10,Medias,3.0,1998.26,,CABA,irrelevante
2025-08-10,Short,1.0,18345.44,Luz,CABA,irrelevante
2025-08-10,Camisa,2.0,2855.36,Ana,Mar del Plata,irrelevante
2025-08-10,Buzo,,18860.75,Juan,Bahía Blanca,irrelevante
2025-08-10,Medias,,16996.3,Carlos,Rosario,irrelevante
2025-08-10,Medias,3.0,2405.83,,Bahía Blanca,irrelevante
2025-08-10,Buzo,,15266.02,Mario,Bahía Blanca,irrelevante
2025-08-10,Short,1.0,4288.14,Carlos,Rosario,irrelevante
2025-08-10,Campera,2.0,10265.78,Mario,La Plata,irrelevante
2025-08-10,Pantalón,,6289.16,Juan,CABA,irrelevante
2025-08-10,Zapatilla,2.0,3626.22,Juan,Bahía Blanca,irrelevante
2025-08-10,Jean,3.0,10808.28,Carlos,CABA,irrelevante
2025-08-10,Short,1.0,15447.93,Sofía,Mar del Plata,irrelevante
2025-08-10,Buzo,,15416.37,Lucía,Rosario,irrelevante
2025-08-10,Remera,3.0,10901.75,Luz,La Plata,irrelevante
2025-08-10,Campera,2.0,13599.84,Luz,Bahía Blanca,irrelevante
2025-08-10,Gorra,3.0,8893.58,Luz,Mar del Plata,irrelevante
2025-08-10,Zapatilla,3.0,19375.56,Mario,Bahía Blanca,irrelevante
2025-08-10,Buzo,3.0,2921.21,Lucía,CABA,irrelevante
2025-08-10,Buzo,,19538.86,Mario,Mar del Plata,irrelevante
2025-08-10,Buzo,1.0,2431.52,,Bahía Blanca,irrelevante
2025-08-10,Campera,1.0,19838.4,Mario,La Plata,irrelevante
2025-08-10,Remera,3.0,7542.14,Carlos,Mar del Plata,irrelevante
2025-08-10,Jean,,4296.98,Sofía,CABA,irrelevante
2025-08-10,Medias,2.0,5529.49,Luz,Bahía Blanca,irrelevante
2025-08-10,Jean,,13643.66,,CABA,irrelevante
2025-08-10,Zapatilla,1.0,15095.68,Sofía,Rosario,irrelevante
2025-08-10,Gorra,2.0,7744.69,Sofía,Rosario,irrelevante
2025-08-10,Buzo,1.0,6599.6,Carlos,La Plata,irrelevante
2025-08-10,Zapatilla,3.0,18822.83,Luz,Mar del Plata,irrelevante
2025-08-10,Remera,3.0,2780.34,Sofía,Rosario,irrelevante
2025-08-10,Zapatilla,3.0,16273.07,Lucía,Mar del Plata,irrelevante
2025-08-10,Jean,,19791.73,,Mar del Plata,irrelevante
2025-08-10,Medias,3.0,11486.77,Luz,La Plata,irrelevante
2025-08-10,Camisa,1.0,6557.62,,Mar del Plata,irrelevante
2025-08-10,Camisa,1.0,19771.47,Carlos,Bahía Blanca,irrelevante
2025-08-10,Campera,3.0,6907.36,Lucía,Mar del Plata,irrelevante
2025-08-10,Campera,,12067.99,Luz,Bahía Blanca,irrelevante
2025-08-10,Campera,3.0,12017.43,Mario,Bahía Blanca,irrelevante
2025-08-10,Buzo,2.0,11490.54,Lucía,Rosario,irrelevante
2025-08-10,Campera,2.0,9765.63,Juan,CABA,irrelevante
2025-08-10,Jean,1.0,2881.51,Ana,La Plata,irrelevante
2025-08-10,Camisa,,14220.41,Luz,Mar del Plata,irrelevante
2025-08-10,Pantalón,1.0,12307.29,Luz,CABA,irrelevante
2025-08-10,Remera,2.0,18011.74,Mario,Rosario,irrelevante
2025-08-10,Short,2.0,14118.39,Ana,Bahía Blanca,irrelevante
2025-08-10,Pantalón,2.0,8597.35,Luz,Rosario,irrelevante
2025-08-10,Jean,1.0,12262.73,Sofía,Rosario,irrelevante
2025-08-10,Jean,3.0,6815.01,Sofía,Rosario,irrelevante
2025-08-10,Short,2.0,2442.17,Carlos,Rosario,irrelevante
2025-08-10,Campera,3.0,11003.53,,CABA,irrelevante
2025-08-10,Jean,1.0,11156.29,Juan,CABA,irrelevante
2025-08-10,Campera,,9019.19,Luz,La Plata,irrelevante
