fecha,producto,cantidad,precio_unitario,vendedor,sucursal
2025-08-13,Remera,2.0,17419.7,Luz,La Plata
2025-08-13,Gorra,1.0,12563.61,Luz,Rosario
2025-08-13,Remera,2.0,18277.77,Carlos,Bahaa Blanca
2025-08-13,Zapatilla,3.0,6007.88,Juan,Caba
2025-08-13,Jean,2.0,7473.16,Juan,Bahaa Blanca
2025-08-13,Camisa,2.0,17907.44,Lucaa,La Plata
2025-08-13,Medias,3.0,16566.57,Carlos,Rosario
2025-08-13,Remera,1.0,13851.41,Ana,Caba
2025-08-13,Short,2.0,4606.09,Lucaa,Caba
2025-08-13,Remera,3.0,6203.94,Ana,Bahaa Blanca
2025-08-13,Pantala3N,1.0,12842.58,Luz,Bahaa Blanca
2025-08-13,Buzo,2.0,5876.67,Sofaa,La Plata
2025-08-13,Buzo,2.0,13010.04,Ana,Caba
2025-08-13,Zapatilla,1.0,4925.16,Luz,La Plata
2025-08-13,Short,2.0,3617.92,Ana,La Plata
2025-08-13,Gorra,1.0,12481.1,Carlos,Rosario
2025-08-13,Campera,3.0,7454.9,Mario,Mar Del Plata
2025-08-13,Remera,3.0,14181.28,Luz,La Plata
2025-08-13,Camisa,3.0,1743.65,,Mar Del Plata
2025-08-13,Gorra,3.0,16936.75,Sofaa,Rosario
2025-08-13,Campera,2.0,5162.8,Lucaa,Bahaa Blanca
2025-08-13,Medias,2.0,5184.5,,Bahaa Blanca
2025-08-13,Campera,2.0,4407.63,Luz,Rosario
2025-08-13,Campera,1.0,1946.41,Carlos,Mar Del Plata
2025-08-13,Short,1.0,14778.87,Luz,Mar Del Plata
2025-08-13,Campera,3.0,17939.16,Luz,Mar Del Plata
2025-08-13,Camisa,1.0,4902.4,Ana,Bahaa Blanca
2025-08-13,Jean,3.0,8362.49,Ana,Caba
2025-08-13,Zapatilla,3.0,5636.76,Carlos,Rosario
2025-08-13,Jean,3.0,3222.18,Lucaa,Caba
2025-08-13,Pantala3N,2.0,19648.39,Mario,Mar Del Plata
2025-08-13,Medias,2.0,14830.5,,Rosario
2025-08-13,Pantala3N,2.0,13976.55,Sofaa,Mar Del Plata
2025-08-13,Medias,2.0,10219.81,Sofaa,Rosario
2025-08-13,Buzo,2.0,18094.69,Ana,La Plata
2025-08-13,Medias,1.0,10187.79,Juan,Rosario
2025-08-13,Short,3.0,8947.14,Lucaa,Caba
2025-08-13,Jean,3.0,16932.79,Sofaa,Mar Del Plata
2025-08-13,Gorra,2.0,14064.69,Lucaa,Mar Del Plata
2025-08-13,Pantala3N,3.0,11070.92,Juan,Rosario
2025-08-13,Gorra,1.0,18444.89,Juan,Bahaa Blanca
2025-08-13,Campera,1.0,11318.2,Ana,Mar Del Plata
2025-08-13,Pantala3N,3.0,15504.12,Sofaa,Rosario
2025-08-13,Camisa,3.0,19716.65,Mario,Caba
2025-08-13,Jean,3.0,8948.99,Lucaa,Mar Del Plata
2025-08-13,Pantala3N,3.0,8119.95,Lucaa,Bahaa Blanca
2025-08-13,Medias,3.0,4349.26,Juan,La Plata
2025-08-13,Campera,1.0,10520.97,Carlos,Caba
2025-08-13,Medias,3.0,5133.1,Luz,Bahaa Blanca
2025-08-13,Medias,2.0,7762.58,,La Plata
2025-08-13,Camisa,1.0,11430.64,Lucaa,Rosario
2025-08-13,Pantala3N,1.0,11431.8,,La Plata
2025-08-13,Buzo,2.0,7930.43,Juan,La Plata
2025-08-13,Campera,1.0,13489.04,Luz,Mar Del Plata
2025-08-13,Short,3.0,5146.03,Ana,La Plata
2025-08-13,Short,1.0,15878.95,Mario,Bahaa Blanca
2025-08-13,Pantala3N,1.0,18533.88,Lucaa,Bahaa Blanca
2025-08-13,Remera,2.0,19656.92,Ana,Rosario
2025-08-13,Buzo,2.0,1639.21,Sofaa,Caba
2025-08-13,Pantala3N,3.0,12261.59,Carlos,Mar Del Plata
2025-08-13,Medias,1.0,7437.91,Carlos,Bahaa Blanca
2025-08-13,Camisa,1.0,10455.7,Lucaa,Rosario
2025-08-13,Pantala3N,1.0,10453.72,Sofaa,Rosario
2025-08-13,Buzo,3.0,11179.82,Juan,La Plata
2025-08-13,Medias,3.0,15563.76,Luz,Mar Del Plata
2025-08-13,Jean,1.0,10016.32,Carlos,Caba
2025-08-13,Pantala3N,1.0,11371.61,Luz,Bahaa Blanca
2025-08-13,Campera,2.0,7068.74,Sofaa,Bahaa Blanca
2025-08-13,Gorra,1.0,17754.67,Mario,Rosario
2025-08-13,Jean,2.0,4610.18,Carlos,Caba
2025-08-13,Campera,3.0,11142.2,Juan,Rosario
2025-08-13,Campera,2.0,19044.16,Lucaa,La Plata
2025-08-13,Campera,1.0,3640.53,Lucaa,Mar Del Plata
2025-08-13,Zapatilla,2.0,13988.82,,La Plata
2025-08-13,Remera,2.0,3313.86,,La Plata
2025-08-13,Jean,1.0,13591.52,Mario,Mar Del Plata
2025-08-13,Camisa,1.0,2454.04,Mario,Caba
2025-08-13,Campera,1.0,4149.04,Juan,Bahaa Blanca
2025-08-13,Gorra,3.0,10874.46,Carlos,Mar Del Plata
2025-08-13,Campera,2.0,10630.15,Luz,Rosario
2025-08-13,Medias,2.0,11394.76,Carlos,Bahaa Blanca
2025-08-13,Medias,2.0,8449.75,,Bahaa Blanca
2025-08-13,Zapatilla,3.0,19867.82,Luz,Caba
2025-08-13,Medias,1.0,18087.16,Sofaa,La Plata
2025-08-13,Buzo,1.0,3273.38,Lucaa,Bahaa Blanca
2025-08-13,Camisa,1.0,10042.86,Juan,Caba
2025-08-13,Remera,2.0,12663.02,,La Plata
2025-08-13,Jean,1.0,15697.13,Luz,La Plata
2025-08-13,Camisa,1.0,2561.36,Carlos,Rosario
2025-08-13,Gorra,2.0,10986.31,Mario,Rosario
2025-08-13,Gorra,1.0,10995.31,Carlos,Mar Del Plata
2025-08-13,Pantala3N,3.0,16619.22,Juan,Caba
2025-08-13,Pantala3N,1.0,17890.88,Mario,Caba
2025-08-13,Zapatilla,3.0,5565.44,Juan,Mar Del Plata
2025-08-13,Pantala3N,1.0,10849.91,Lucaa,Mar Del Plata
2025-08-13,Gorra,2.0,1745.47,Lucaa,Caba
2025-08-13,Zapatilla,1.0,6203.78,Carlos,Rosario
2025-08-13,Remera,3.0,11336.94,,Bahaa Blanca
2025-08-13,Short,3.0,15503.77,Lucaa,La Plata
2025-08-13,Remera,3.0,5556.06,Carlos,Bahaa Blanca
2025-08-13,Campera,1.0,7260.34,Mario,Bahaa Blanca
2025-08-13,Gorra,2.0,19185.78,Mario,Bahaa Blanca
2025-08-13,Campera,1.0,19518.12,Lucaa,Mar Del Plata
2025-08-13,Camisa,2.0,15647.96,Juan,Bahaa Blanca
2025-08-13,Jean,3.0,17174.2,Lucaa,Caba
2025-08-13,Short,3.0,13234.46,Carlos,Rosario
2025-08-13,Camisa,3.0,16937.94,Sofaa,Bahaa Blanca
2025-08-13,Gorra,1.0,9384.42,Mario,La Plata
2025-08-13,Buzo,3.0,7500.87,Lucaa,La Plata
2025-08-13,Camisa,3.0,18336.33,Lucaa,Bahaa Blanca
2025-08-13,Campera,2.0,19494.89,Mario,Rosario
2025-08-13,Jean,2.0,6850.49,Luz,Rosario
2025-08-13,Medias,3.0,10831.35,,La Plata
2025-08-13,Medias,1.0,15121.99,Carlos,Rosario
2025-08-13,Remera,2.0,10112.17,Ana,La Plata
2025-08-13,Zapatilla,1.0,12755.89,,Mar Del Plata
2025-08-13,Buzo,2.0,8365.05,Lucaa,Rosario
2025-08-13,Pantala3N,2.0,14365.87,Luz,Rosario
2025-08-13,Campera,3.0,14752.2,Luz,Caba
2025-08-13,Gorra,3.0,17066.48,Juan,Mar Del Plata
2025-08-13,Zapatilla,2.0,14250.2,Juan,Bahaa Blanca
2025-08-13,Remera,2.0,16809.08,,Mar Del Plata
2025-08-12,Buzo,1.0,9054.57,Ana,Rosario
2025-08-12,Medias,1.0,3379.27,Juan,Bahaa Blanca
2025-08-12,Medias,3.0,11379.93,Sofaa,Mar Del Plata
2025-08-12,Pantala3N,2.0,6364.66,Lucaa,Bahaa Blanca
2025-08-12,Jean,2.0,3865.02,Juan,Caba
2025-08-12,Short,2.0,7712.95,Sofaa,Bahaa Blanca
2025-08-12,Zapatilla,3.0,18936.4,Juan,Bahaa Blanca
2025-08-12,Pantala3N,1.0,15077.27,Sofaa,La Plata
2025-08-12,Camisa,2.0,13349.97,Ana,Mar Del Plata
2025-08-12,Campera,2.0,1996.92,Lucaa,Bahaa Blanca
2025-08-12,Short,3.0,3609.19,Sofaa,Bahaa Blanca
2025-08-12,Pantala3N,3.0,8461.11,Ana,Bahaa Blanca
2025-08-12,Zapatilla,1.0,2173.47,,Bahaa Blanca
2025-08-12,Zapatilla,2.0,1969.01,Mario,La Plata
2025-08-12,Jean,1.0,14617.08,Carlos,Bahaa Blanca
2025-08-12,Zapatilla,1.0,11813.89,Carlos,Mar Del Plata
2025-08-12,Zapatilla,2.0,5055.41,Luz,La Plata
2025-08-12,Remera,2.0,15625.68,Carlos,Mar Del Plata
2025-08-12,Gorra,1.0,19034.16,Mario,La Plata
2025-08-12,Short,3.0,3301.48,Ana,Caba
2025-08-12,Jean,3.0,8332.06,Ana,Caba
2025-08-12,Remera,1.0,13465.85,,La Plata
2025-08-12,Buzo,1.0,12582.8,Juan,Mar Del Plata
2025-08-12,Camisa,2.0,17640.43,Luz,Rosario
2025-08-12,Medias,3.0,3315.24,Juan,Rosario
2025-08-12,Medias,1.0,13933.85,Juan,Rosario
2025-08-12,Short,2.0,9707.94,Carlos,Bahaa Blanca
2025-08-12,Zapatilla,2.0,19961.48,Sofaa,La Plata
2025-08-12,Camisa,2.0,12071.6,,Rosario
2025-08-12,Pantala3N,1.0,11028.53,Mario,Caba
2025-08-12,Gorra,3.0,14064.0,Luz,Mar Del Plata
2025-08-12,Campera,3.0,2253.53,Mario,Rosario
2025-08-12,Remera,2.0,12638.79,Luz,Rosario
2025-08-12,Camisa,1.0,10806.2,Mario,Bahaa Blanca
2025-08-12,Camisa,1.0,19176.09,Ana,Rosario
2025-08-12,Camisa,1.0,10631.86,Lucaa,Rosario
2025-08-12,Remera,2.0,10538.44,Carlos,Mar Del Plata
2025-08-12,Zapatilla,1.0,9118.88,Sofaa,Rosario
2025-08-12,Pantala3N,3.0,2378.16,Luz,Caba
2025-08-12,Short,3.0,15048.48,Lucaa,Bahaa Blanca
2025-08-12,Pantala3N,1.0,2394.87,Lucaa,Caba
2025-08-12,Short,3.0,17479.96,Ana,Rosario
2025-08-12,Pantala3N,1.0,10071.7,Mario,Mar Del Plata
2025-08-12,Short,3.0,9298.33,Mario,Caba
2025-08-12,Medias,3.0,12335.4,Carlos,Bahaa Blanca
2025-08-12,Gorra,3.0,10934.72,Ana,Caba
2025-08-12,Camisa,3.0,11669.81,Ana,Caba
2025-08-12,Jean,1.0,14206.83,,Rosario
2025-08-12,Gorra,1.0,8532.7,,La Plata
2025-08-12,Short,1.0,7327.14,Lucaa,Rosario
2025-08-12,Buzo,1.0,3099.15,Lucaa,Caba
2025-08-12,Camisa,2.0,6654.55,Ana,Rosario
2025-08-12,Short,2.0,2898.12,Lucaa,Mar Del Plata
2025-08-12,Medias,2.0,2262.59,Sofaa,Caba
2025-08-12,Short,1.0,4067.76,Mario,La Plata
2025-08-12,Pantala3N,2.0,18148.18,Sofaa,Bahaa Blanca
2025-08-12,Campera,1.0,18906.28,,Bahaa Blanca
2025-08-12,Buzo,2.0,19512.71,Carlos,Bahaa Blanca
2025-08-12,Medias,2.0,10640.46,Sofaa,Bahaa Blanca
2025-08-12,Short,1.0,9430.98,Luz,Bahaa Blanca
2025-08-12,Pantala3N,3.0,13704.87,Sofaa,Bahaa Blanca
2025-08-12,Short,1.0,13424.01,Luz,Bahaa Blanca
2025-08-12,Short,3.0,15543.99,,Mar Del Plata
2025-08-12,Pantala3N,2.0,5883.41,Carlos,Mar Del Plata
2025-08-12,Short,3.0,16800.25,Luz,Rosario
2025-08-12,Medias,3.0,6979.94,Mario,Caba
2025-08-12,Camisa,3.0,5640.69,Mario,Caba
2025-08-12,Medias,3.0,1801.8,Lucaa,La Plata
2025-08-12,Buzo,2.0,9214.44,Carlos,La Plata
2025-08-12,Buzo,2.0,18235.36,Sofaa,Mar Del Plata
2025-08-12,Gorra,2.0,11686.33,Carlos,Mar Del Plata
2025-08-12,Pantala3N,1.0,10120.09,Mario,Caba
2025-08-12,Zapatilla,2.0,19083.54,Lucaa,Rosario
2025-08-12,Medias,2.0,4223.25,Juan,Bahaa Blanca
2025-08-12,Gorra,2.0,8647.43,Mario,La Plata
2025-08-12,Medias,2.0,3262.66,Sofaa,Mar Del Plata
2025-08-12,Pantala3N,2.0,13409.67,Luz,Caba
2025-08-12,Camisa,2.0,6871.95,Carlos,Bahaa Blanca
2025-08-12,Camisa,1.0,2338.99,,Caba
2025-08-12,Campera,1.0,18078.83,,Bahaa Blanca
2025-08-12,Short,2.0,5160.79,Sofaa,Mar Del Plata
2025-08-12,Medias,3.0,17636.45,Mario,Caba
2025-08-12,Medias,3.0,9987.32,Lucaa,Bahaa Blanca
2025-08-12,Pantala3N,2.0,13374.52,Luz,Rosario
2025-08-12,Jean,3.0,10724.18,Mario,Mar Del Plata
2025-08-12,Medias,2.0,15679.55,Carlos,Caba
2025-08-12,Short,1.0,4604.54,Sofaa,Bahaa Blanca
2025-08-12,Buzo,3.0,5601.61,Luz,La Plata
2025-08-12,Zapatilla,2.0,6631.4,Sofaa,Bahaa Blanca
2025-08-12,Buzo,2.0,7488.4,,Caba
2025-08-12,Remera,1.0,3586.88,Sofaa,Rosario
2025-08-12,Buzo,2.0,15680.51,Mario,Caba
2025-08-12,Campera,1.0,16785.85,Carlos,Caba
2025-08-12,Short,3.0,5993.91,Juan,La Plata
2025-08-12,Zapatilla,3.0,13442.92,Mario,Caba
2025-08-12,Short,3.0,18718.8,Lucaa,Caba
2025-08-12,Short,1.0,14332.62,,Caba
2025-08-12,Pantala3N,2.0,4777.96,Carlos,Caba
2025-08-12,Camisa,3.0,11160.46,Mario,Mar Del Plata
2025-08-12,Gorra,1.0,9705.84,Ana,Caba
2025-08-12,Gorra,3.0,2770.33,Mario,Rosario
2025-08-12,Zapatilla,1.0,12762.26,Lucaa,La Plata
2025-08-12,Zapatilla,3.0,5158.46,Sofaa,La Plata
2025-08-12,Remera,2.0,19536.11,Sofaa,Bahaa Blanca
2025-08-12,Remera,1.0,13979.51,Luz,Rosario
2025-08-12,Camisa,1.0,4601.95,,Rosario
2025-08-12,Zapatilla,3.0,17426.58,,Caba
2025-08-12,Remera,3.0,9260.36,Lucaa,Rosario
2025-08-12,Pantala3N,2.0,4289.15,,Caba
2025-08-12,Pantala3N,3.0,17884.07,Ana,Bahaa Blanca
2025-08-12,Remera,1.0,19404.77,Lucaa,Bahaa Blanca
2025-08-12,Buzo,2.0,2521.02,Ana,Bahaa Blanca
2025-08-12,Buzo,3.0,17405.83,Ana,Mar Del Plata
2025-08-12,Campera,1.0,14679.22,Carlos,Mar Del Plata
2025-08-12,Pantala3N,3.0,6093.85,Sofaa,Mar Del Plata
2025-08-12,Remera,3.0,3653.52,Ana,Caba
2025-08-12,Zapatilla,3.0,18179.78,,Rosario
2025-08-12,Buzo,3.0,14407.07,Lucaa,Rosario
2025-08-12,Camisa,2.0,3609.21,,Rosario
2025-08-12,Campera,3.0,16121.23,Lucaa,Mar Del Plata
2025-08-12,Remera,2.0,12248.18,,La Plata
2025-08-12,Camisa,2.0,4290.27,Luz,Caba
2025-08-12,Gorra,1.0,16189.76,Lucaa,Bahaa Blanca
2025-08-12,Camisa,3.0,13038.45,Luz,Rosario
2025-08-12,Short,1.0,8043.88,Luz,Bahaa Blanca
2025-08-12,Medias,2.0,17641.21,,Bahaa Blanca
2025-08-12,Zapatilla,3.0,18158.95,Carlos,Mar Del Plata
2025-08-12,Buzo,2.0,18312.89,Carlos,Mar Del Plata
2025-08-12,Camisa,3.0,13664.17,Sofaa,La Plata
2025-08-12,Gorra,1.0,11524.9,Sofaa,La Plata
2025-08-12,Medias,3.0,6555.32,Sofaa,Bahaa Blanca
2025-08-12,Remera,1.0,9632.45,Lucaa,La Plata
2025-08-12,Pantala3N,2.0,7780.45,Sofaa,Bahaa Blanca
2025-08-12,Medias,2.0,19220.25,Luz,Mar Del Plata
2025-08-12,Pantala3N,1.0,10656.34,Luz,Caba
2025-08-12,Medias,2.0,9031.68,,Caba
2025-08-12,Zapatilla,3.0,8465.32,Juan,Caba
2025-08-12,Pantala3N,3.0,10043.44,Sofaa,Bahaa Blanca
2025-08-12,Gorra,1.0,10352.28,,Rosario
2025-08-12,Zapatilla,1.0,10303.36,Lucaa,Bahaa Blanca
2025-08-12,Camisa,3.0,19684.48,Mario,Bahaa Blanca
2025-08-12,Medias,2.0,4604.6,Ana,Caba
2025-08-11,Campera,1.0,9544.06,Juan,Bahaa Blanca
2025-08-11,Camisa,1.0,19598.37,,Rosario
2025-08-11,Zapatilla,2.0,9706.33,Juan,Caba
2025-08-11,Zapatilla,2.0,6632.02,Ana,Caba
2025-08-11,Camisa,1.0,13863.89,Lucaa,Mar Del Plata
2025-08-11,Gorra,3.0,19724.06,Lucaa,La Plata
2025-08-11,Camisa,3.0,13180.68,Carlos,La Plata
2025-08-11,Camisa,3.0,16002.86,Sofaa,Mar Del Plata
2025-08-11,Jean,1.0,5708.81,Mario,Mar Del Plata
2025-08-11,Campera,2.0,6934.86,Ana,Caba
2025-08-11,Campera,3.0,10788.97,Luz,La Plata
2025-08-11,Pantala3N,1.0,4132.66,Lucaa,Bahaa Blanca
2025-08-11,Campera,1.0,14956.61,Lucaa,Caba
2025-08-11,Buzo,1.0,19514.17,Luz,Rosario
2025-08-11,Gorra,2.0,15267.39,Carlos,La Plata
2025-08-11,Gorra,2.0,4003.94,Carlos,Mar Del Plata
2025-08-11,Pantala3N,2.0,11127.15,Mario,La Plata
2025-08-11,Camisa,1.0,13758.09,Sofaa,Rosario
2025-08-11,Short,2.0,13051.63,Sofaa,Rosario
2025-08-11,Camisa,2.0,14275.58,Luz,Bahaa Blanca
2025-08-11,Remera,2.0,15001.09,Juan,Bahaa Blanca
2025-08-11,Campera,3.0,6759.92,Lucaa,Mar Del Plata
2025-08-11,Buzo,1.0,19796.56,Mario,La Plata
2025-08-11,Medias,1.0,3621.2,Sofaa,La Plata
2025-08-11,Jean,2.0,7658.87,Mario,Caba
2025-08-11,Short,1.0,16536.41,Luz,Caba
2025-08-11,Camisa,1.0,14906.72,Carlos,Caba
2025-08-11,Jean,1.0,7618.97,Ana,Bahaa Blanca
2025-08-11,Jean,1.0,3095.2,Luz,Caba
2025-08-11,Short,3.0,5941.46,Ana,Bahaa Blanca
2025-08-11,Pantala3N,3.0,4865.95,Lucaa,Rosario
2025-08-11,Zapatilla,3.0,11584.21,Sofaa,Bahaa Blanca
2025-08-11,Buzo,3.0,12604.4,Mario,La Plata
2025-08-11,Camisa,2.0,12589.67,Mario,Bahaa Blanca
2025-08-11,Gorra,3.0,2334.63,Sofaa,Mar Del Plata
2025-08-11,Zapatilla,3.0,19772.09,Juan,Rosario
2025-08-11,Zapatilla,2.0,9425.62,Lucaa,Caba
2025-08-11,Gorra,2.0,11321.96,Mario,Bahaa Blanca
2025-08-11,Zapatilla,3.0,11256.45,Lucaa,Caba
2025-08-11,Camisa,1.0,17702.2,Ana,Caba
2025-08-11,Pantala3N,2.0,8774.34,Carlos,La Plata
2025-08-11,Buzo,1.0,7501.2,Carlos,La Plata
2025-08-11,Camisa,1.0,3744.5,,La Plata
2025-08-11,Jean,2.0,14871.51,Juan,La Plata
2025-08-11,Camisa,3.0,15887.02,Ana,Bahaa Blanca
2025-08-11,Campera,3.0,2821.41,Carlos,Rosario
2025-08-11,Campera,1.0,17138.33,Ana,La Plata
2025-08-11,Camisa,2.0,10352.68,Lucaa,Rosario
2025-08-11,Remera,1.0,6097.32,Lucaa,La Plata
2025-08-11,Short,1.0,10450.3,Luz,Bahaa Blanca
2025-08-11,Medias,2.0,18278.38,Sofaa,Bahaa Blanca
2025-08-11,Remera,3.0,9226.82,Carlos,Mar Del Plata
2025-08-11,Medias,2.0,12716.76,Sofaa,La Plata
2025-08-11,Gorra,3.0,14147.33,Lucaa,Caba
2025-08-11,Pantala3N,3.0,16748.46,Mario,Rosario
2025-08-11,Jean,3.0,7344.63,Carlos,Mar Del Plata
2025-08-11,Zapatilla,2.0,12297.96,Lucaa,Bahaa Blanca
2025-08-11,Gorra,2.0,4663.45,Lucaa,La Plata
2025-08-11,Jean,2.0,2272.78,Carlos,Bahaa Blanca
2025-08-11,Gorra,3.0,10398.82,Juan,Caba
2025-08-11,Campera,3.0,19232.19,Ana,Rosario
2025-08-11,Zapatilla,1.0,18686.58,Sofaa,Rosario
2025-08-11,Medias,1.0,16095.46,Ana,Bahaa Blanca
2025-08-11,Camisa,1.0,3822.72,Sofaa,Rosario
2025-08-11,Gorra,1.0,3302.24,,Rosario
2025-08-11,Medias,2.0,2293.14,Luz,Mar Del Plata
2025-08-11,Pantala3N,3.0,4341.49,Mario,La Plata
2025-08-11,Medias,3.0,5891.39,Carlos,Caba
2025-08-11,Buzo,2.0,17043.79,Juan,Bahaa Blanca
2025-08-11,Zapatilla,2.0,18476.24,Sofaa,La Plata
2025-08-11,Pantala3N,2.0,10125.05,Ana,Bahaa Blanca
2025-08-11,Jean,2.0,6016.26,Luz,La Plata
2025-08-11,Remera,2.0,9131.29,Sofaa,Caba
2025-08-11,Pantala3N,1.0,9571.68,Carlos,Bahaa Blanca
2025-08-11,Buzo,2.0,15562.88,Ana,Bahaa Blanca
2025-08-11,Remera,1.0,7937.13,Carlos,Mar Del Plata
2025-08-11,Short,3.0,3546.78,Ana,Rosario
2025-08-11,Zapatilla,3.0,7247.93,Lucaa,La Plata
2025-08-11,Pantala3N,3.0,19703.71,Carlos,Mar Del Plata
2025-08-11,Campera,3.0,10412.38,Luz,Rosario
2025-08-11,Gorra,3.0,4418.96,Ana,Caba
2025-08-11,Medias,1.0,4315.96,Luz,La Plata
2025-08-11,Gorra,1.0,16869.29,Sofaa,Mar Del Plata
2025-08-11,Campera,3.0,18178.3,Luz,Caba
2025-08-11,Pantala3N,3.0,12004.61,,La Plata
2025-08-11,Camisa,3.0,2401.53,Lucaa,Mar Del Plata
2025-08-11,Pantala3N,3.0,2225.11,Lucaa,La Plata
2025-08-11,Zapatilla,2.0,19068.82,Lucaa,Mar Del Plata
2025-08-11,Camisa,1.0,7053.48,Juan,Bahaa Blanca
2025-08-11,Remera,1.0,12379.46,Ana,Caba
2025-08-11,Short,1.0,10241.63,Luz,Bahaa Blanca
2025-08-11,Camisa,2.0,13357.77,,Mar Del Plata
2025-08-11,Pantala3N,1.0,10129.7,Luz,Rosario
2025-08-11,Gorra,3.0,1904.32,Lucaa,Rosario
2025-08-11,Campera,2.0,19484.91,Juan,Bahaa Blanca
2025-08-11,Camisa,1.0,9152.12,Ana,Bahaa Blanca
2025-08-11,Camisa,1.0,5643.11,Ana,Rosario
2025-08-11,Zapatilla,1.0,16626.39,Lucaa,La Plata
2025-08-11,Gorra,1.0,12395.29,,Bahaa Blanca
2025-08-11,Remera,3.0,16725.2,Juan,Bahaa Blanca
2025-08-11,Buzo,1.0,3509.55,Lucaa,Caba
2025-08-11,Remera,2.0,17999.69,Luz,La Plata
2025-08-11,Campera,3.0,16579.51,Carlos,Rosario
2025-08-11,Camisa,1.0,8600.16,Lucaa,Caba
2025-08-11,Short,2.0,4538.52,,Rosario
2025-08-11,Remera,2.0,4982.97,Ana,La Plata
2025-08-11,Campera,2.0,10785.96,Carlos,La Plata
2025-08-11,Campera,1.0,9661.29,Ana,Caba
2025-08-11,Medias,2.0,7728.78,Lucaa,Rosario
2025-08-11,Zapatilla,3.0,4231.15,,Bahaa Blanca
2025-08-11,Jean,3.0,2183.4,Mario,Rosario
2025-08-11,Buzo,2.0,16241.38,Sofaa,La Plata
2025-08-11,Gorra,1.0,12487.48,Mario,Mar Del Plata
2025-08-11,Jean,2.0,3651.53,Luz,Mar Del Plata
2025-08-11,Pantala3N,3.0,15795.21,Ana,La Plata
2025-08-11,Buzo,1.0,4403.0,Sofaa,Bahaa Blanca
2025-08-11,Short,3.0,17517.3,Ana,Caba
2025-08-11,Gorra,2.0,19894.84,Mario,Bahaa Blanca
2025-08-11,Buzo,2.0,18601.98,Luz,Mar Del Plata
2025-08-11,Medias,3.0,17409.36,Luz,Mar Del Plata
2025-08-11,Short,1.0,9423.81,Mario,La Plata
2025-08-11,Camisa,2.0,11731.36,Mario,Bahaa Blanca
2025-08-11,Pantala3N,2.0,1920.42,Sofaa,Bahaa Blanca
2025-08-11,Medias,2.0,2975.13,Luz,Bahaa Blanca
2025-08-11,Remera,2.0,9259.52,,Bahaa Blanca
2025-08-11,Remera,2.0,10085.22,Ana,Rosario
2025-08-11,Medias,2.0,16442.62,Carlos,Bahaa Blanca
2025-08-11,Buzo,3.0,5633.13,Ana,La Plata
2025-08-11,Campera,3.0,5813.9,Juan,Caba
2025-08-11,Jean,1.0,9234.92,Sofaa,Rosario
2025-08-11,Gorra,1.0,9150.25,Juan,La Plata
2025-08-11,Remera,3.0,3173.02,Lucaa,Bahaa Blanca
2025-08-11,Remera,1.0,17236.41,Mario,Bahaa Blanca
2025-08-11,Buzo,3.0,6680.36,,Bahaa Blanca
2025-08-11,Buzo,2.0,4831.5,Lucaa,Mar Del Plata
2025-08-11,Pantala3N,2.0,10110.42,Mario,Rosario
2025-08-11,Camisa,3.0,8273.12,Mario,Bahaa Blanca
2025-08-11,Gorra,2.0,5602.28,Sofaa,La Plata
2025-08-11,Pantala3N,3.0,15938.95,,Rosario
2025-08-11,Zapatilla,1.0,13388.24,Ana,Mar Del Plata
2025-08-11,Medias,1.0,19700.74,Carlos,Mar Del Plata
2025-08-11,Pantala3N,3.0,6967.48,Carlos,Caba
2025-08-10,Zapatilla,1.0,18162.47,Sofaa,Mar Del Plata
2025-08-10,Gorra,1.0,5937.64,Lucaa,Rosario
2025-08-10,Gorra,2.0,1605.7,Juan,Mar Del Plata
2025-08-10,Medias,1.0,9122.66,Ana,La Plata
2025-08-10,Camisa,1.0,12592.35,Sofaa,Caba
2025-08-10,Remera,1.0,19382.62,Sofaa,Mar Del Plata
2025-08-10,Jean,2.0,11472.68,Sofaa,Rosario
2025-08-10,Campera,3.0,16095.97,Mario,Caba
2025-08-10,Zapatilla,2.0,18840.79,Sofaa,Caba
2025-08-10,Camisa,2.0,11762.27,Mario,Mar Del Plata
2025-08-10,Camisa,1.0,13142.51,Sofaa,Mar Del Plata
2025-08-10,Buzo,3.0,2324.89,Sofaa,Bahaa Blanca
2025-08-10,Camisa,2.0,9020.87,Lucaa,La Plata
2025-08-10,Remera,1.0,3245.74,Carlos,Bahaa Blanca
2025-08-10,Remera,1.0,17863.07,Lucaa,La Plata
2025-08-10,Pantala3N,1.0,3138.49,Luz,Mar Del Plata
2025-08-10,Remera,2.0,4869.68,Carlos,Bahaa Blanca
2025-08-10,Jean,2.0,8639.46,Mario,Caba
2025-08-10,Jean,3.0,9528.78,Luz,La Plata
2025-08-10,Medias,3.0,4926.1,Sofaa,Caba
2025-08-10,Buzo,1.0,17104.35,,La Plata
2025-08-10,Short,1.0,1886.52,Carlos,Rosario
2025-08-10,Gorra,2.0,3108.78,Lucaa,Caba
2025-08-10,Medias,2.0,11264.84,Mario,Mar Del Plata
2025-08-10,Remera,3.0,7026.48,Carlos,Caba
2025-08-10,Jean,3.0,4114.4,Carlos,Mar Del Plata
2025-08-10,Medias,3.0,4150.78,Lucaa,Caba
2025-08-10,Short,2.0,19340.3,,Caba
2025-08-10,Remera,1.0,12991.85,Carlos,Bahaa Blanca
2025-08-10,Remera,1.0,5934.41,Lucaa,La Plata
